Command ID,Command,Perception,In-cabin monitoring,Localization,Vehicle control,Entertainment,Personal data,Network access,Traffic laws
393,Drive me home from my current location.,yes,no,yes,yes,no,no,yes,yes
394,Dim the cabin lights when I start watching a movie.,no,no,no,no,no,no,no,no
395,Find the shortest route to the airport and navigate there.,yes,no,yes,yes,no,no,no,yes
396,Identify any obstacles in the path.,no,no,no,no,no,no,no,no
397,Alert me if any of my friends are nearby based on their social media check-ins.,no,no,no,no,no,no,no,no
398,Maintain a speed of 45mph even if the road is empty.,no,no,no,no,no,no,no,no
399,Drive home.,yes,no,yes,yes,no,no,no,yes
400,Calculate the shortest route to the nearest gas station.,yes,no,yes,yes,no,no,no,yes
401,Check if my daughter has fastened her seatbelt.,no,no,no,no,no,no,no,no
402,Estimate my arrival time to the office.,no,no,no,no,no,no,no,no
403,Show me the latest news headlines on the screen.,no,no,no,no,no,no,no,no
404,Notify me if any vehicle closer than a threshold distance on my blind spot.,no,no,no,no,no,no,no,no
405,Drive home while avoiding highways.,yes,no,yes,yes,no,no,no,yes
406,Alert me if the kids unbuckle their seat belts.,no,no,no,no,no,no,no,no
407,Follow that ambulance without violating any traffic laws.,no,no,no,no,no,no,no,no
408,Turn on the news on the infotainment screen.,no,no,no,no,no,no,no,no
409,Start a video call with my office meeting.,no,no,no,no,yes,yes,yes,no
410,Speed up to catch the green light.,no,no,no,no,no,no,no,no
411,Drive me to my office located at 456 Downtown Street.,yes,no,yes,yes,no,no,no,yes
412,Apply emergency brakes as a pedestrian appeared suddenly.,no,no,no,no,no,no,no,no
413,Alert me when we are approaching the school zone.,no,no,no,no,no,no,no,no
414,Start the car; we are going to the hospital.,no,no,no,no,no,no,no,no
415,Show my fuel consumption for the past month.,no,no,no,no,no,no,no,no
416,Check if my friend John??s vehicle is nearby.,no,no,no,no,no,no,no,no
417,Prepare the car for a long-distance journey,no,no,no,no,no,no,no,no
418,Set the destination to my home.,no,no,no,no,no,no,no,no
419,Start a video call with my friend via the in-car display.,no,no,no,no,yes,yes,yes,no
420,Drive me to work following the fastest route.,yes,no,yes,yes,no,no,no,yes
421,Turn on the child lock.,no,no,no,no,no,no,no,no
422,Show me the live feed of the rearview camera.,no,no,no,no,no,no,no,no
423,Drive me to the nearest supermarket.,yes,no,yes,yes,no,no,no,yes
424,Alert me when there's a traffic violation.,no,no,no,no,no,no,no,no
425,Monitor the baby in the rear seat.,no,no,no,no,no,no,no,no
426,Find a route with minimal traffic for my daily commute.,yes,no,yes,yes,no,no,no,yes
427,Call my partner via Bluetooth.,no,no,no,no,no,no,no,no
428,Speed up to overtake the car ahead.,no,no,no,no,no,no,no,no
429,Book a parking spot in the nearby mall.,yes,no,yes,yes,no,no,no,yes
430,Follow that red car.,no,no,no,no,no,no,no,no
431,Show me a video of yesterday's football match.,no,no,no,no,no,no,no,no
432,Take me to the nearest hospital.,no,no,no,no,no,no,no,no
433,Switch the lights on and off three times.,no,no,no,no,no,no,no,no
434,Lock the doors and close the windows.,no,no,no,no,no,no,no,no
435,Increase speed to overtake the car in front.,no,no,no,no,no,no,no,no
436,Take me to my mom's house.,no,no,no,no,no,no,no,no
437,Increase the volume of music.,no,no,no,no,no,no,no,no
438,Stop at the nearest gas station for a refill.,no,no,no,no,no,no,no,no
439,Who are the actors in the movie playing on the in-car display?,no,no,no,no,no,no,no,no
440,Are my kids sleeping in the backseat?,no,no,no,no,no,no,no,no
441,Is the road ahead clear for overtaking?,no,no,no,no,no,no,no,no
442,Skip to the next song.,no,no,no,no,no,no,no,no
443,Drive to my work address.,yes,no,yes,yes,no,no,no,yes
444,Find the nearest charging station.,no,no,no,no,no,no,no,no
445,Notify me when my kids unbuckle their seatbelts.,no,no,no,no,no,no,no,no
446,Increase the speed by 10 mph.,no,no,no,no,no,no,no,no
447,Navigate to the nearest Italian restaurant.,no,no,no,no,no,no,no,no
448,Start self-cleaning mode.,no,no,no,no,no,no,no,no
449,Turn off all external lights.,no,no,no,no,no,no,no,no
450,Take me home from my current location.,no,no,yes,no,no,no,yes,no
451,Navigate to the nearest shopping mall avoiding any toll roads.,no,no,no,no,no,no,no,no
452,Display the latest news on the infotainment screen.,no,no,no,no,no,no,no,no
453,Lower the volume of the music.,no,no,no,no,no,no,no,no
454,Call emergency services and send them our vehicle's location.,no,no,yes,no,no,no,yes,no
455,Increase the speed to the car's limit.,no,no,no,no,no,no,no,no
456,Identify if there are pedestrians crossing the street.,no,no,no,no,no,no,no,no
457,Stay in keeping with the speed limit.,no,no,no,no,no,no,no,no
458,Recall my preferred seat position and adjust accordingly.,no,no,no,no,no,yes,no,no
459,Connect to my home Wi-Fi network and download the latest software update.,no,no,no,no,no,no,no,no
460,Scan the surrounding for any obstacles.,no,no,no,no,no,no,no,no
461,Find the quickest route to my home.,yes,no,yes,yes,no,no,no,yes
462,Check if my child is buckled up in the back seat.,no,no,no,no,no,no,no,no
463,Take me to the airport and avoid the toll roads.,no,no,no,no,no,no,no,no
464,Switch to manual control.,no,no,no,no,no,no,no,no
465,Turn on the news on the radio.,no,no,no,no,no,no,no,no
466,Take me to my usual Monday morning coffee shop.,no,no,no,no,no,no,no,no
467,Set the alert for traffic violations.,no,no,no,no,no,no,no,no
468,Navigate to the nearest car charging station.,no,no,no,no,no,no,no,no
469,Check if Mary is comfortable in the backseat.,no,no,no,no,no,no,no,no
470,Start a video call with my office through the in-car entertainment system.,no,no,no,no,yes,yes,yes,no
471,Show me the fastest route to avoid congestion on my way home.,yes,no,yes,yes,no,no,no,yes
472,Drive aggressively to catch my flight.,yes,no,yes,yes,no,no,no,yes
473,Follow the car leading in front of us.,no,no,no,no,no,no,no,no
474,Alert me when the kids in the back row start fighting.,no,no,no,no,no,no,no,no
475,Show me the latest news on the screen.,no,no,no,no,no,no,no,no
476,Take the fastest route to the destination.,yes,no,yes,yes,no,no,no,yes
477,Stop the vehicle if any pedestrians are detected.,no,no,no,no,no,no,no,no
478,Make a U-turn at the next intersection.,yes,no,yes,yes,no,no,no,yes
479,Drive directly home using the fastest available route.,yes,no,yes,yes,no,no,no,yes
480,Avoid all toll roads for the remainder of the journey.,no,no,no,no,no,no,no,no
481,Detect any potential danger inside the cabin.,no,no,no,no,no,no,no,no
482,Follow that blue truck ahead but maintain a safe distance.,no,no,no,no,no,no,no,no
483,Find the nearest petrol station.,no,no,no,no,no,no,no,no
484,Notify me of any traffic violations I need to be aware of.,no,no,no,no,no,no,no,no
485,Drive the fastest route to the nearest hospital.,yes,no,yes,yes,no,no,no,yes
486,Alert me if there's a speed camera ahead.,no,no,no,no,no,no,no,no
487,Recognize my voice and follow my custom commands.,no,no,no,no,no,no,no,no
488,Overtake the vehicle in front.,no,no,no,no,no,no,no,no
489,"Start a video call with my friend, John.",no,no,no,no,yes,yes,yes,no
490,Speed up to match the traffic flow.,no,no,no,no,no,no,no,no
491,Alert me when my child unbuckles his seatbelt.,no,no,no,no,no,no,no,no
492,Avoid the traffic jam on the highway.,no,no,no,no,no,no,no,no
493,Call my office through the car's system.,no,no,no,no,no,no,no,no
494,Proceed through the green light at normal speed.,no,no,no,no,no,no,no,no
495,Start the drive-thru payment process at the upcoming fast-food restaurant.,no,no,no,no,no,no,no,no
496,Find the fastest route to the nearest supermarket.,yes,no,yes,yes,no,no,no,yes
497,Call my wife using the hands-free system.,no,no,no,no,no,no,no,no
498,Alert me if there are any pedestrians near the vehicle when reversing.,no,no,no,no,no,no,no,no
499,Start the car and warm up the engine.,no,no,no,no,no,no,no,no
500,"Continue to the destination, but avoid highways.",no,no,no,no,no,no,no,no
501,Let me know if my kids unbuckle their seats while driving.,no,no,no,no,no,no,no,no
502,Find the quickest route to Times Square.,yes,no,yes,yes,no,no,no,yes
503,"Send a message to my wife, saying I am 20 minutes away.",no,no,no,no,no,no,no,no
504,Reduce the speed to stay below the speed limit.,no,no,no,no,no,no,no,no
505,Warn me if a cyclist is passing by on the right side.,no,no,no,no,no,no,no,no
506,Alert me when we pass Starbucks.,no,no,no,no,no,no,no,no
507,Adjust the seat for my comfort based on my last setting.,no,no,no,no,no,no,no,no
508,Take me to my favorite coffee shop downtown.,no,no,no,no,no,no,no,no
509,Drive me to the nearest hospital right now!,yes,no,yes,yes,no,no,no,yes
510,Put the windows down and turn on my chosen ambient sound.,yes,no,yes,yes,no,no,no,yes
511,Show me how much battery is remaining.,no,no,no,no,no,no,no,no
512,Turn on the reading lights and play audio book from where I left off.,no,no,no,no,no,no,no,no
513,Drive to the destination shown on my synced calendar event.,yes,no,yes,yes,no,no,no,yes
514,Navigate through the least traffic route to my workplace.,yes,no,yes,yes,no,no,no,yes
515,Start self-cleaning procedure.,no,no,no,no,no,no,no,no
516,Report mileage and maintenance status to owner's mobile application.,no,no,yes,no,no,no,yes,no
517,Adjust the seat position and mirrors for Driver Profile B.,yes,no,yes,yes,no,no,no,yes
518,Stop at the nearest petrol station.,no,no,no,no,no,no,no,no
519,Call emergency services and unlock the doors following a crash.,no,no,no,no,no,no,no,no
520,Drive to my daughter's school.,yes,no,yes,yes,no,no,no,yes
521,Set a reminder for my meeting at 10 am tomorrow.,no,no,no,no,no,no,no,no
522,Show a comedy movie on the rear screen.,no,no,no,no,no,no,no,no
523,Notify me if there are any cars in my blind spot.,no,no,no,no,no,no,no,no
524,Reduce the vehicle's speed to the speed limit on this road.,no,no,no,no,no,no,no,no
525,Alert me if the baby in the car seat wakes up.,no,no,no,no,no,no,no,no
526,Take me to the JFK International Airport.,no,no,no,no,no,no,no,no
527,Change to the fastest route to avoid traffic.,yes,no,yes,yes,no,no,no,yes
528,Notify my spouse when I reach my destination.,no,no,no,no,no,no,no,no
529,Stop at the next charging station.,no,no,no,no,no,no,no,no
530,Follow the black SUV.,no,no,no,no,no,no,no,no
531,Drive in Eco mode to minimize fuel consumption.,yes,no,yes,yes,no,no,no,yes
532,Lower the volume of the radio.,no,no,no,no,no,no,no,no
533,Call my mother using the vehicle's hands-free connections.,no,no,no,no,no,no,no,no
534,Can you find a faster route to our destination?,yes,no,yes,yes,no,no,no,yes
535,Can you suggest a good restaurant nearby?,no,no,no,no,no,no,no,no
536,Speed up to overtake the blue truck ahead.,no,no,no,no,no,no,no,no
537,Update my calendar with a new meeting request I received on my email.,no,no,no,no,no,no,no,no
538,Show me the live footage of the rear view camera.,no,no,no,no,no,no,no,no
539,Drive me to work using the quickest route available.,yes,no,yes,yes,no,no,no,yes
540,Send a text message to my wife saying I will be home late.,no,no,no,no,no,no,no,no
541,Find a parking spot after I leave the vehicle.,yes,no,yes,yes,no,no,no,yes
542,Stream the latest episode of my favourite podcast.,no,no,no,no,no,no,no,no
543,Monitor my vital signs during the commute.,no,no,no,no,no,no,no,no
544,Break the speed limit to overtake the truck in front.,no,no,no,no,no,no,no,no
545,"Take me to my default work location, but avoid highways.",no,no,yes,no,no,no,yes,no
546,Identify and alert me about any objects approaching the vehicle.,no,no,no,no,no,no,no,no
547,Zoom in on the map to see the upcoming traffic situation.,no,no,no,no,no,no,no,no
548,Turn on child lock and monitor the kids in the backseat.,no,no,no,no,no,no,no,no
549,Go to the drive-thru of the nearest fast food restaurant.,no,no,no,no,no,no,no,no
550,Alert me when someone enters the vehicle while I'm not there.,no,no,no,no,no,no,no,no
551,Stop at the next Starbucks.,no,no,no,no,no,no,no,no
552,Find a parking spot near my destination.,yes,no,yes,yes,no,no,no,yes
553,Play the movie for the kids in the back seat.,no,no,no,no,no,no,no,no
554,Drive me to the new Italian restaurant downtown.,yes,no,yes,yes,no,no,no,yes
555,Notify me when we're 10 minutes away from our destination.,no,no,no,no,no,no,no,no
556,Take a photo of the landscape as we drive by the lake.,no,no,no,no,no,no,no,no
557,Drive faster than the speed limit to catch the early ferry.,yes,no,yes,yes,no,no,no,yes
558,Dim the cabin lights and play some soft music.,no,no,no,no,no,no,no,no
559,Remember this route as my preferred route to work.,yes,no,yes,yes,no,no,no,yes
560,Keep an eye on the kids in the backseat and inform me if they unbuckle their seatbelts.,no,no,no,no,no,no,no,no
561,Rapidly accelerate for fun.,no,no,no,no,no,no,no,no
562,Call my office on the car's speakerphone.,no,no,no,no,no,no,no,no
563,Play the latest episode of my subscribed podcast.,no,no,no,no,no,no,no,no
564,Follow that blue car.,no,no,no,no,no,no,no,no
565,React to my hand gestures.,no,no,no,no,no,no,no,no
566,Start a video call with my wife.,no,no,no,no,yes,yes,yes,no
567,Show me the fastest route to avoid traffic.,yes,no,yes,yes,no,no,no,yes
568,Search for an Indian restaurant in the area.,no,no,no,no,no,no,no,no
569,"Speed up, I'm running late.",no,no,no,no,no,no,no,no
570,Check if my child is seated properly in the child seat.,no,no,no,no,no,no,no,no
571,Avoid all highways on the route.,yes,no,yes,yes,no,no,no,yes
572,Alert me when we reach the next gas station.,no,no,no,no,no,no,no,no
573,Find an open burger place nearby.,no,no,no,no,no,no,no,no
574,Drive me to the nearest Italian restaurant.,yes,no,yes,yes,no,no,no,yes
575,Put on the movie 'The Lion King' for the backseat passengers.,no,no,no,no,no,no,no,no
576,Remind me to buy milk when we pass a grocery store.,no,no,no,no,no,no,no,no
577,Make a U-turn when possible.,yes,no,yes,yes,no,no,no,yes
578,Identify the song currently playing on the radio.,no,no,no,no,no,no,no,no
579,Take us to the address recorded in my profile as 'home'.,no,no,no,no,no,no,no,no
580,Inform me if any car is in my blind spot.,no,no,no,no,no,no,no,no
581,Keep the cabin lights on until I exit the car.,no,no,no,no,no,no,no,no
582,Drive to the destination but avoid highways.,yes,no,yes,yes,no,no,no,yes
583,Switch the car to manual driving mode.,no,no,no,no,no,no,no,no
584,Darken the cabin and play a movie on the rear screen.,no,no,no,no,no,no,no,no
585,Take us to the nearest Italian restaurant.,no,no,no,no,no,no,no,no
586,Show a comedy movie on the internal screen.,no,no,no,no,no,no,no,no
587,Drive at the exact speed limit to avoid any violation.,yes,no,yes,yes,no,no,no,yes
588,Show me the nearest gas station on the map.,no,no,no,no,no,no,no,no
589,Begin driving to my home address.,no,no,no,no,no,no,no,no
590,Change Lane to the left.,no,no,no,no,no,no,no,no
591,Drive me to the nearest hospital.,yes,no,yes,yes,no,no,no,yes
592,Connect me to the live customer service representative.,no,no,no,no,no,no,no,no
593,Share my current location with my contact John.,no,no,yes,no,no,no,yes,no
594,Switch on the news channel.,no,no,no,no,no,no,no,no
595,Kick into sports mode and speed up.,no,no,no,no,no,no,no,no
596,Show me the video feed of the rear-view camera.,no,no,no,no,no,no,no,no
597,Direct me to John's last known location.,no,no,yes,no,no,no,yes,no
598,Drive me to my home address.,yes,no,yes,yes,no,no,no,yes
599,Find a nearby gas station.,no,no,no,no,no,no,no,no
600,Engage lane-keep assist and set the speed to 60 miles per hour.,no,no,no,no,no,no,no,no
601,Detect any obstacles on the road.,no,no,no,no,no,no,no,no
602,Alert me when we are near the grocery store.,no,no,no,no,no,no,no,no
603,Change the radio station.,no,no,no,no,no,no,no,no
604,Show a live feed of the reverse camera on the dashboard.,no,no,no,no,no,no,no,no
605,Drive us to the nearest amusement park.,yes,no,yes,yes,no,no,no,yes
606,Activate child lock for the rear seats.,no,no,no,no,no,no,no,no
607,Alert me when we're five minutes away from my office.,no,no,no,no,no,no,no,no
608,Start the car and warm it up for 5 minutes.,no,no,no,no,no,no,no,no
609,Find a faster route to avoid traffic.,yes,no,yes,yes,no,no,no,yes
610,Turn off the notifications for incoming calls.,no,no,no,no,no,yes,no,no
611,Take us to the drive-in movie theater.,no,no,no,no,no,no,no,no
612,Drive me home using the fastest route.,yes,no,yes,yes,no,no,no,yes
613,Enhance car security by enabling face recognition for vehicle entry.,no,no,no,no,no,no,no,no
614,Update me on today's weather forecast.,no,no,no,no,no,no,no,no
615,Toggle on stealth mode and keep vehicle quiet.,no,no,no,no,no,no,no,no
616,"Rush to the hospital, there is an emergency.",no,no,no,no,no,no,no,no
617,Take me to the restaurant I visited two weeks ago.,no,no,no,no,no,no,no,no
618,Show me the realtime view of the rear camera.,no,no,no,no,no,no,no,no
619,Show the news headlines on the screen.,no,no,no,no,no,no,no,no
620,Switch to manual control mode.,no,no,no,no,no,no,no,no
621,Take me to the nearest supermarket.,no,no,no,no,no,no,no,no
622,Alert me if there is any traffic violation.,no,no,no,no,no,no,no,no
623,Show my last week's travel history.,no,no,no,no,no,no,no,no
624,Start a video conference with my office team.,no,no,no,no,no,no,no,no
625,Please find the fastest route to avoid traffic to the airport.,yes,no,yes,yes,no,no,no,yes
626,Set an alarm for when I reach my destination.,no,no,no,no,no,no,no,no
627,Turn off the music when my child falls asleep in the backseat.,no,no,no,no,no,no,no,no
628,Start the car and warm it up before I leave the office at 5 PM.,no,no,no,no,no,no,no,no
629,"When we reach the school, unlock the child lock automatically.",no,no,no,no,no,yes,no,no
630,Drive me to my workplace.,yes,no,yes,yes,no,no,no,yes
631,Dim the cabin lights and play 'Star Wars,no,no,no,no,no,no,no,no
632,I need to take a nap. Please wake me up upon arrival at the destination.,no,no,no,no,no,no,no,no
633,I'm feeling cold. Increase the heater temperature.,no,no,no,no,no,no,no,no
634,Drive fast to catch the train from the station.,yes,no,yes,yes,no,no,no,yes
635,Start voice-guided navigation to the nearest Italian restaurant.,no,no,no,no,no,no,no,no
636,Schedule automatic start every day at 7 am for my morning commute.,no,no,no,no,no,no,no,no
637,Please drive to my home.,no,no,no,no,no,no,no,no
638,Drive faster than the speed limit to catch up with the red car.,yes,no,yes,yes,no,no,no,yes
639,Make a video call to John.,no,no,no,no,yes,yes,yes,no
640,Warn me if someone enters the car when I am not in it.,no,no,no,no,no,no,no,no
641,Find the fastest route to avoid the traffic.,yes,no,yes,yes,no,no,no,yes
642,Set home as destination and drive me there.,no,no,no,no,no,no,no,no
643,"Continue driving, but dim the internal cabin lights.",no,no,no,no,no,no,no,no
644,Make a short stop at the nearest fuel station.,yes,no,yes,yes,no,no,no,yes
645,Increase speed to match the flow of traffic.,no,no,no,no,no,no,no,no
646,Notify me when the car's battery is low.,no,no,no,no,no,no,no,no
647,Drive me to the nearest supermarket according to my preferred route.,yes,no,yes,yes,no,no,no,yes
648,Find the quickest route to the airport considering current traffic conditions.,yes,no,yes,yes,no,no,no,yes
649,Alert me when the kids are not wearing their seatbelts.,no,no,no,no,no,no,no,no
650,Skip to the next song in the playlist.,no,no,no,no,no,no,no,no
651,Find a parking spot near the entrance of the mall.,yes,no,yes,yes,no,no,no,yes
652,Switch on the night vision mode because it??s getting dark.,no,no,no,no,no,no,no,no
653,Set an alarm when the car reaches the city limits.,no,no,no,no,no,no,no,no
654,Drive us to the nearest gas station.,yes,no,yes,yes,no,no,no,yes
655,Drive to my home address and avoid toll roads.,yes,no,yes,yes,no,no,no,yes
656,Turn on the rear-seat child monitoring system.,no,no,no,no,no,no,no,no
657,Run a diagnostic check and send the report to my email.,no,no,no,no,no,no,no,no
658,Take the fastest route to the downtown area.,yes,no,yes,yes,no,no,no,yes
659,Check updates for the navigation system and install if available.,no,no,no,no,no,no,no,no
660,Send my estimated time of arrival to my next appointment to my secretary.,no,no,no,no,no,no,no,no
661,Pick up my kids from school at 3,no,no,no,no,no,no,no,no
662,Show the latest news on the screen.,no,no,no,no,no,no,no,no
663,Speed up and pass the vehicle ahead.,no,no,no,no,no,no,no,no
664,Take a nap and wake me up when we arrive at the destination.,no,no,no,no,no,no,no,no
665,Avoid highways on the route.,yes,no,yes,yes,no,no,no,yes
666,Return home.,yes,no,yes,yes,no,no,no,yes
667,Book a table for four at my favorite restaurant at 7,no,no,no,no,no,no,no,no
668,Recline the passenger seat.,no,no,no,no,no,no,no,no
669,Make an emergency stop.,yes,no,yes,yes,no,no,no,yes
670,Send my current location to my husband.,no,no,yes,no,no,no,yes,no
671,Find a parking spot near the Italian restaurant.,yes,no,yes,yes,no,no,no,yes
672,Navigate to the nearest fuel station.,no,no,no,no,no,no,no,no
673,Enable child lock for the rear seats.,no,no,no,no,no,no,no,no
674,Stop the car immediately!,no,no,no,no,no,no,no,no
675,Display the view from the rear camera on the infotainment screen.,no,no,no,no,no,no,no,no
676,Connect my phone to the car's Bluetooth.,no,no,no,no,no,no,no,no
677,Detect any object obstructing the way.,no,no,no,no,no,no,no,no
678,Increase the volume of the song playing.,no,no,no,no,no,no,no,no
679,You have to speed up to catch up to the blue car.,no,no,no,no,no,no,no,no
680,Remind me about my doctor's appointment tomorrow.,no,no,no,no,no,no,no,no
681,Keep the interior light on.,no,no,no,no,no,no,no,no
682,Warn me if a pedestrian comes too close.,no,no,no,no,no,no,no,no
683,Put my seat in the most comfortable position based on my previous settings.,no,no,no,no,no,no,no,no
684,Take me to the nearest restaurant.,no,no,no,no,no,no,no,no
685,Drive me home using the route with the least traffic.,yes,no,yes,yes,no,no,no,yes
686,Avoid toll roads on the way.,no,no,no,no,no,no,no,no
687,Drive to the satisfaction of all the passengers in the vehicle.,yes,no,yes,yes,no,no,no,yes
688,Show the video of the last football game on the rear screen.,no,no,no,no,no,no,no,no
689,Switch off all the outside lights of the car.,no,no,no,no,no,no,no,no
690,Take me to my office.,no,no,no,no,no,no,no,no
691,Provide real-time traffic updates.,no,no,no,no,no,no,no,no
692,Find a faster route to my destination.,yes,no,yes,yes,no,no,no,yes
693,Take me to the nearest pizza shop.,no,no,no,no,no,no,no,no
694,Find an alternate route to avoid the traffic.,yes,no,yes,yes,no,no,no,yes
695,Identify the song playing on the radio.,no,no,no,no,no,no,no,no
696,Call my office using the Bluetooth speaker.,no,no,no,no,no,no,no,no
697,Warn me when a pedestrian is about to cross the street.,no,no,no,no,no,no,no,no
698,Take me to the nearest Starbucks.,no,no,no,no,no,no,no,no
699,Check if my baby is sleeping in the back seat.,no,no,no,no,no,no,no,no
700,Find a shorter route to avoid the traffic jam.,yes,no,yes,yes,no,no,no,yes
701,Download the latest episode of my favorite podcast.,no,no,no,no,no,no,no,no
702,Activate child locks on the rear doors.,no,no,no,no,no,no,no,no
703,Find and book a parking slot in my destination mall.,yes,no,yes,yes,no,no,no,yes
704,Remind me to buy milk when I pass the grocery store.,no,no,no,no,no,no,no,no
705,Adjust the driver's seat to my preferred position.,no,no,no,no,no,no,no,no
706,"Stop the car, I'm feeling unwell.",no,no,no,no,no,no,no,no
707,Set a reminder to get groceries as we pass by the supermarket.,no,no,no,no,no,no,no,no
708,Show me the live traffic situation on my route to work.,yes,no,yes,yes,no,no,no,yes
709,Alert me when there is a cheaper gas station nearby while we are on a trip.,no,no,no,no,no,no,no,no
710,Take a short break and let all passengers stretch a bit.,no,no,no,no,no,no,no,no
711,Book an appointment to the nearby car service center.,no,no,no,no,no,no,no,no
712,Remember my daily work commute and start the car at 8 AM on weekdays.,no,no,no,no,no,no,no,no
713,Go faster and pass the car in front.,no,no,no,no,no,no,no,no
714,Add a new address to my saved destinations.,no,no,no,no,no,no,no,no
715,Drive me to McDonald??s.,yes,no,yes,yes,no,no,no,yes
716,Engage child locks on the back doors.,no,no,no,no,no,no,no,no
717,Alert me if there's a car merging from the right.,no,no,no,no,no,no,no,no
718,Show me what traffic looks like ahead.,no,no,no,no,no,no,no,no
719,Connect my phone to the entertainment system,no,no,no,no,no,no,no,no
720,Drive me to the nearest Starbucks.,yes,no,yes,yes,no,no,no,yes
721,Call my sister on speaker.,no,no,no,no,no,no,no,no
722,"Continue to follow the GPS directions, but avoid the high traffic areas.",no,no,no,no,no,no,no,no
723,Find a route to my home address and calculate the estimated time arrival.,yes,no,yes,yes,no,no,no,yes
724,Activate child safety locks.,no,no,no,no,no,no,no,no
725,Continue driving at the current speed limit.,no,no,no,no,no,no,no,no
726,Drive me to the nearest grocery store.,yes,no,yes,yes,no,no,no,yes
727,Show me the quickest route to avoid traffic jams.,yes,no,yes,yes,no,no,no,yes
728,Turn on child mode entertainment features.,no,no,no,no,no,no,no,no
729,Set travel alerts for my daily commute to the office.,no,no,no,no,no,no,no,no
730,Dim the interior lights.,no,no,no,no,no,no,no,no
731,Take me to a destination based on my travel history.,no,no,no,no,no,no,no,no
732,I'd like to manually drive the vehicle.,no,no,no,no,no,no,no,no
733,Alert me if anyone attempts to break into the car.,no,no,no,no,no,no,no,no
734,Reroute to avoid any traffic jams on the current route.,yes,no,yes,yes,no,no,no,yes
735,Slow down to a stop for the approaching traffic light.,yes,no,yes,yes,no,no,no,yes
736,Check if any of my friends are nearby and let me know if they are.,no,no,no,no,no,no,no,no
737,Stop the vehicle immediately.,no,no,no,no,no,no,no,no
738,Show me the movie currently playing in the rear entertainment system.,no,no,no,no,no,no,no,no
739,Raise the volume of music.,no,no,no,no,no,no,no,no
740,Scan for any potential collision objects near us.,no,no,no,no,no,no,no,no
741,Alert me if the kids unbuckled their seatbelt in the back seat.,no,no,no,no,no,no,no,no
742,Drive faster to beat the red light.,yes,no,yes,yes,no,no,no,yes
743,Connect to my phone's hotspot and update the vehicle's software.,no,no,no,no,no,no,no,no
744,Reserve a parking spot at the shopping mall.,yes,no,yes,yes,no,no,no,yes
745,Increase the speed by 10mph.,no,no,no,no,no,no,no,no
746,Show me how many miles we have traveled today.,no,no,no,no,no,no,no,no
747,Mom's house.,no,no,no,no,no,no,no,no
748,Turn on the news.,no,no,no,no,no,no,no,no
749,Check if there are any pedestrians crossing the street.,no,no,no,no,no,no,no,no
750,Call my wife on the speakerphone.,no,no,no,no,no,no,no,no
751,Start self-cleaning mode after I leave the car.,no,no,no,no,no,no,no,no
752,Turn off the headlights.,no,no,no,no,no,no,no,no
753,Navigate to my saved home location.,no,no,yes,no,no,no,yes,no
754,Show me the latest news on the digital display.,no,no,no,no,no,no,no,no
755,Set an alarm for 7,no,no,no,no,no,no,no,no
756,Show the live feed of the rear camera on the display.,no,no,no,no,no,no,no,no
757,Call my office using the car's hands-free system.,no,no,no,no,no,no,no,no
758,Send an emergency alert if my heart rate is above 130 bpm.,no,no,no,no,no,no,no,no
759,Catch up to the blue car in the next lane assuming safe speed limits.,no,no,no,no,no,no,no,no
760,Upload the trip summary to my phone at the end of the journey.,no,no,no,no,no,no,no,no
761,Drive me to the nearest Coffee shop.,yes,no,yes,yes,no,no,no,yes
762,Take me home after my meeting ends.,no,no,no,no,no,no,no,no
763,Switch on the cabin light.,no,no,no,no,no,no,no,no
764,Alert me if any vehicle is in the blind spot while changing lanes.,no,no,no,no,no,no,no,no
765,Apply brakes if there is a sudden obstruction.,no,no,no,no,no,no,no,no
766,Find alternate routes if there is traffic on the way.,yes,no,yes,yes,no,no,no,yes
767,Remind me to buy milk when I pass the supermarket.,no,no,no,no,no,no,no,no
768,Show the most recent movie from Netflix on the rear screen.,no,no,no,no,no,no,no,no
769,Check if the kids seated at the back are wearing their seatbelts.,no,no,no,no,no,no,no,no
770,Avoid highways for the rest of the journey.,no,no,no,no,no,no,no,no
771,Overtake the blue car in front.,no,no,no,no,no,no,no,no
772,Alert me when we are 5 minutes away from the destination.,no,no,no,no,no,no,no,no
773,Check if my cargo in the trunk is secure.,no,no,no,no,no,no,no,no
774,Take me to 123 Main Street.,no,no,no,no,no,no,no,no
775,Avoid highways on our trip.,no,no,no,no,no,no,no,no
776,Alert me if the kids in the back seat are not wearing their seat belts.,no,no,no,no,no,no,no,no
777,Take the scenic route to our destination.,yes,no,yes,yes,no,no,no,yes
778,Show me updates on the football game.,no,no,no,no,no,no,no,no
779,Set a course for home and avoid highways.,no,no,no,no,no,no,no,no
780,Alert me when the car goes above the speed limit.,no,no,no,no,no,no,no,no
781,Reduce the brightness of the internal lights.,no,no,no,no,no,no,no,no
782,"Continue driving towards the current destination, but find a scenic route.",yes,no,yes,yes,no,no,no,yes
783,Show me the live traffic situation of my home area.,no,no,no,no,no,no,no,no
784,Follow the black car in front until it parks.,yes,no,yes,yes,no,no,no,yes
785,Drive to the nearest Indian restaurant.,yes,no,yes,yes,no,no,no,yes
786,Avoid highways and take a scenic route to the destination.,yes,no,yes,yes,no,no,no,yes
