Command ID,Command,Perception,In-cabin monitoring,Localization,Vehicle control,Entertainment,Personal data,Network access,Traffic laws
344,Drive to the ice cream shop.,Yes,No,Yes,Yes,No,No,Yes,No
345,Follow the car in front of us.,Yes,No,Yes,Yes,No,No,No,No
346,What's the weather like tomorrow?,No,No,No,No,No,No,Yes,No
347,Put on a movie for the kids in the backseat.,No,Yes,No,No,Yes,No,Yes,No
348,Overtake the slow truck in front of us.,Yes,No,Yes,Yes,No,No,No,Yes
349,Alert me if there is a traffic jam ahead.,Yes,No,Yes,Yes,No,No,Yes,No
350,Drive me to the East End pizza restaurant.,Yes,No,Yes,Yes,No,Yes,Yes,No
351,Provide a live update of the football game.,No,No,No,No,Yes,No,Yes,No
352,Make sure the kids in the backseat are buckled up.,No,Yes,No,No,No,No,No,No
353,Take me to the fastest route to avoid traffic.,Yes,No,Yes,Yes,No,Yes,Yes,No
354,Turn on the headlights.,No,No,No,Yes,No,No,No,No
355,Scan for any upcoming obstacles on the road.,Yes,No,Yes,Yes,No,No,No,No
356,Drive me to the nearest coffee shop.,Yes,No,Yes,Yes,No,No,Yes,No
357,Alert me if there are any pedestrians nearby while I watch the movie in the back.,Yes,No,No,No,No,No,No,No
358,Take the quickest route to the movie theater.,Yes,No,Yes,Yes,No,No,Yes,No
359,Set a reminder for my meeting at 10 AM.,No,Yes,No,No,No,Yes,Yes,No
360,Follow that car discreetly.,Yes,No,Yes,Yes,No,No,No,Yes
361,Show me the back seat through the in-cabin camera.,No,Yes,No,No,No,No,No,No
362,Browse the Internet for Italian restaurants in the area.,No,No,No,No,No,No,Yes,No
363,Notify me if there's a traffic jam ahead on our route.,Yes,No,Yes,No,No,No,Yes,No
364,Find a coffee shop on the route and order my usual.,No,No,Yes,No,No,Yes,Yes,No
365,Take the fastest route to the airport.,Yes,No,Yes,Yes,No,No,Yes,No
366,Alert me when my child is not seated or has undone their seatbelt.,No,Yes,No,No,No,No,No,No
367,Adjust the seat and steering wheel to my personal settings.,No,No,No,No,No,Yes,No,No
368,Speed up to pass the car in front.,Yes,No,No,Yes,No,No,No,Yes
369,Swap the driver’s seat to the passenger side.,No,Yes,No,Yes,No,No,No,No
370,Speed up to overtake the vehicle in front.,Yes,No,Yes,Yes,No,No,No,Yes
371,Let me drive manually.,Yes,Yes,No,Yes,No,No,No,Yes
372,Show me the last 5 places I visited.,No,No,No,No,No,Yes,Yes,No
373,Switch off all internal lights.,No,Yes,No,No,No,No,No,No
374,Update the software of all systems.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
375,Drive me to the nearest gas station.,Yes,No,Yes,Yes,No,No,Yes,No
376,Find a restaurant within 5 miles that serves vegetarian food.,No,No,Yes,No,No,No,Yes,No
377,Warn me if any passenger isn't wearing their seatbelt.,No,Yes,No,No,No,No,No,No
378,Avoid all toll roads while routing.,No,No,Yes,Yes,No,No,Yes,No
379,Set a reminder to pick up groceries after work tomorrow.,No,No,No,No,No,Yes,Yes,No
380,Automatically park when I arrive at my office building.,Yes,No,Yes,Yes,No,No,No,No
381,Overtake the slow-moving vehicle in front of us.,Yes,No,Yes,Yes,No,No,No,Yes
382,Drive me to the nearest petrol station.,Yes,No,Yes,Yes,No,No,Yes,No
383,Increase driving speed by 10km/h.,Yes,No,No,Yes,No,No,No,Yes
384,Detect any occupants in the vehicle.,No,Yes,No,No,No,No,No,No
385,Show the trailer for the latest Marvel movie on the infotainment screen.,No,No,No,No,Yes,No,Yes,No
386,Set a reminder to buy groceries when I'm near the supermarket.,No,No,Yes,No,No,Yes,Yes,No
387,Drive me to the nearest Chinese restaurant.,Yes,No,Yes,Yes,No,No,Yes,No
388,Recognize and remember the guests' faces.,No,Yes,No,No,No,Yes,No,No
389,Download and install the latest software updates.,No,No,No,No,No,No,Yes,No
390,Check if my child is sitting properly in the back seat.,No,Yes,No,No,No,No,No,No
391,Over speed to make up for lost time.,Yes,No,Yes,Yes,No,No,No,Yes
392,Confirm if we have arrived at the destination by sending me a notification.,No,No,Yes,No,No,Yes,Yes,No
393,Drive me home from my current location.,Yes,No,Yes,Yes,No,Yes,Yes,No
394,Dim the cabin lights when I start watching a movie.,No,Yes,No,No,Yes,No,No,No
395,Find the shortest route to the airport and navigate there.,Yes,No,Yes,Yes,No,Yes,Yes,No
396,Identify any obstacles in the path.,Yes,No,Yes,Yes,No,No,No,No
397,Alert me if any of my friends are nearby based on their social media check-ins.,No,No,Yes,No,No,Yes,Yes,No
398,Maintain a speed of 45mph even if the road is empty.,Yes,No,Yes,Yes,No,No,No,No
399,Drive home.,Yes,No,Yes,Yes,No,Yes,Yes,No
400,Calculate the shortest route to the nearest gas station.,Yes,No,Yes,Yes,No,No,Yes,No
401,Check if my daughter has fastened her seatbelt.,No,Yes,No,No,No,No,No,No
402,Estimate my arrival time to the office.,Yes,No,Yes,Yes,No,Yes,Yes,No
403,Show me the latest news headlines on the screen.,No,No,No,No,Yes,No,Yes,No
404,Notify me if any vehicle closer than a threshold distance on my blind spot.,Yes,No,No,Yes,No,No,No,No
405,Drive home while avoiding highways.,Yes,No,Yes,Yes,No,Yes,Yes,No
406,Alert me if the kids unbuckle their seat belts.,No,Yes,No,No,No,No,No,No
407,Follow that ambulance without violating any traffic laws.,Yes,No,Yes,Yes,No,No,No,No
408,Turn on the news on the infotainment screen.,No,No,No,No,Yes,No,Yes,No
409,Start a video call with my office meeting.,No,Yes,No,No,Yes,Yes,Yes,No
410,Speed up to catch the green light.,Yes,No,Yes,Yes,No,No,No,Yes
411,Drive me to my office located at 456 Downtown Street.,Yes,No,Yes,Yes,No,Yes,Yes,No
412,Apply emergency brakes as a pedestrian appeared suddenly.,Yes,No,No,Yes,No,No,No,No
413,Alert me when we are approaching the school zone.,Yes,No,Yes,No,No,Yes,No,No
414,Start the car; we are going to the hospital.,Yes,No,Yes,Yes,No,Yes,No,Yes
415,Show my fuel consumption for the past month.,No,No,No,No,No,Yes,Yes,No
416,Check if my friend John’s vehicle is nearby.,Yes,No,Yes,No,No,Yes,Yes,No
417,Prepare the car for a long-distance journey,Yes,No,Yes,Yes,No,No,No,No
418,Set the destination to my home.,Yes,No,Yes,Yes,No,Yes,Yes,No
419,Start a video call with my friend via the in-car display.,No,Yes,No,No,Yes,Yes,Yes,No
420,Drive me to work following the fastest route.,Yes,No,Yes,Yes,No,Yes,Yes,No
421,Turn on the child lock.,No,Yes,No,No,No,No,No,No
422,Show me the live feed of the rearview camera.,Yes,No,No,No,Yes,No,No,No
423,Drive me to the nearest supermarket.,Yes,No,Yes,Yes,No,No,Yes,No
424,Alert me when there's a traffic violation.,Yes,No,No,No,No,No,No,Yes
425,Monitor the baby in the rear seat.,No,Yes,No,No,No,No,No,No
426,Find a route with minimal traffic for my daily commute.,No,No,Yes,Yes,No,Yes,Yes,No
427,Call my partner via Bluetooth.,No,No,No,No,Yes,Yes,Yes,No
428,Speed up to overtake the car ahead.,Yes,No,No,Yes,No,No,No,Yes
429,Book a parking spot in the nearby mall.,No,No,Yes,No,No,Yes,Yes,No
430,Follow that red car.,Yes,No,Yes,Yes,No,No,No,Yes
431,Show me a video of yesterday's football match.,No,No,No,No,Yes,No,Yes,No
432,Take me to the nearest hospital.,Yes,No,Yes,Yes,No,No,Yes,No
433,Switch the lights on and off three times.,No,Yes,No,Yes,No,No,No,No
434,Lock the doors and close the windows.,No,Yes,No,No,No,No,No,No
435,Increase speed to overtake the car in front.,Yes,No,Yes,Yes,No,No,No,Yes
436,Take me to my mom's house.,Yes,No,Yes,Yes,No,Yes,Yes,No
437,Increase the volume of music.,No,No,No,No,Yes,No,No,No
438,Stop at the nearest gas station for a refill.,Yes,No,Yes,Yes,No,No,Yes,No
439,Who are the actors in the movie playing on the in-car display?,No,No,No,No,Yes,No,Yes,No
440,Are my kids sleeping in the backseat?,No,Yes,No,No,No,No,No,No
441,Is the road ahead clear for overtaking?,Yes,No,Yes,Yes,No,No,No,No
442,Skip to the next song.,No,No,No,No,Yes,No,Yes,No
443,Drive to my work address.,Yes,No,Yes,Yes,No,Yes,Yes,No
444,Find the nearest charging station.,Yes,No,Yes,Yes,No,No,Yes,No
445,Notify me when my kids unbuckle their seatbelts.,No,Yes,No,No,No,No,No,No
446,Increase the speed by 10 mph.,Yes,No,Yes,Yes,No,No,No,Yes
447,Navigate to the nearest Italian restaurant.,Yes,No,Yes,Yes,No,Yes,Yes,No
448,Start self-cleaning mode.,No,Yes,No,No,No,No,No,No
449,Turn off all external lights.,Yes,No,No,Yes,No,No,No,Yes
450,Take me home from my current location.,Yes,No,Yes,Yes,No,Yes,Yes,No
451,Navigate to the nearest shopping mall avoiding any toll roads.,Yes,No,Yes,Yes,No,No,Yes,No
452,Display the latest news on the infotainment screen.,No,No,No,No,Yes,No,Yes,No
453,Lower the volume of the music.,No,No,No,No,Yes,No,No,No
454,Call emergency services and send them our vehicle's location.,Yes,No,Yes,No,No,No,Yes,No
455,Increase the speed to the car's limit.,Yes,No,Yes,Yes,No,No,No,Yes
456,Identify if there are pedestrians crossing the street.,Yes,No,Yes,Yes,No,No,No,No
457,Stay in keeping with the speed limit.,Yes,No,Yes,Yes,No,No,Yes,No
458,Recall my preferred seat position and adjust accordingly.,No,Yes,No,No,No,Yes,No,No
459,Connect to my home Wi-Fi network and download the latest software update.,No,No,No,No,No,No,Yes,No
460,Scan the surrounding for any obstacles.,Yes,No,Yes,Yes,No,No,No,No
461,Find the quickest route to my home.,Yes,No,Yes,Yes,No,Yes,Yes,No
462,Check if my child is buckled up in the back seat.,No,Yes,No,No,No,No,No,No
463,Take me to the airport and avoid the toll roads.,Yes,No,Yes,Yes,No,No,Yes,No
464,Switch to manual control.,No,No,No,Yes,No,No,No,Yes
465,Turn on the news on the radio.,No,No,No,No,Yes,No,Yes,No
466,Take me to my usual Monday morning coffee shop.,Yes,No,Yes,Yes,No,Yes,No,No
467,Set the alert for traffic violations.,Yes,No,Yes,Yes,No,No,No,No
468,Navigate to the nearest car charging station.,Yes,No,Yes,Yes,No,No,Yes,No
469,Check if Mary is comfortable in the backseat.,No,Yes,No,No,No,No,No,No
470,Start a video call with my office through the in-car entertainment system.,No,Yes,No,No,Yes,Yes,Yes,No
471,Show me the fastest route to avoid congestion on my way home.,Yes,No,Yes,Yes,No,Yes,Yes,No
472,Drive aggressively to catch my flight.,Yes,No,Yes,Yes,No,No,No,No
473,Follow the car leading in front of us.,Yes,No,Yes,Yes,No,No,No,Yes
474,Alert me when the kids in the back row start fighting.,No,Yes,No,No,No,No,No,No
475,Show me the latest news on the screen.,No,No,No,No,Yes,No,Yes,No
476,Take the fastest route to the destination.,Yes,No,Yes,Yes,No,No,Yes,No
477,Stop the vehicle if any pedestrians are detected.,Yes,No,Yes,Yes,No,No,No,No
478,Make a U-turn at the next intersection.,Yes,No,Yes,Yes,No,No,No,Yes
479,Drive directly home using the fastest available route.,Yes,No,Yes,Yes,No,Yes,Yes,No
480,Avoid all toll roads for the remainder of the journey.,Yes,No,Yes,Yes,No,No,Yes,No
481,Detect any potential danger inside the cabin.,No,Yes,No,No,No,No,No,No
482,Follow that blue truck ahead but maintain a safe distance.,Yes,No,Yes,Yes,No,No,No,No
483,Find the nearest petrol station.,No,No,Yes,Yes,No,No,Yes,No
484,Notify me of any traffic violations I need to be aware of.,Yes,No,No,Yes,No,No,Yes,Yes
485,Drive the fastest route to the nearest hospital.,Yes,No,Yes,Yes,No,No,Yes,No
486,Alert me if there's a speed camera ahead.,Yes,No,Yes,No,No,No,Yes,No
487,Recognize my voice and follow my custom commands.,No,Yes,No,No,No,Yes,No,No
488,Overtake the vehicle in front.,Yes,No,No,Yes,No,No,No,Yes
489,"Start a video call with my friend, John.",No,Yes,No,No,Yes,Yes,Yes,No
490,Speed up to match the traffic flow.,Yes,No,No,Yes,No,No,No,Yes
491,Alert me when my child unbuckles his seatbelt.,No,Yes,No,No,No,No,No,No
492,Avoid the traffic jam on the highway.,Yes,No,Yes,Yes,No,No,Yes,No
493,Call my office through the car's system.,No,No,No,No,Yes,Yes,Yes,No
494,Proceed through the green light at normal speed.,Yes,No,Yes,Yes,No,No,No,No
495,Start the drive-thru payment process at the upcoming fast-food restaurant.,Yes,No,Yes,Yes,No,Yes,Yes,No
496,Find the fastest route to the nearest supermarket.,Yes,No,Yes,Yes,No,No,Yes,No
497,Call my wife using the hands-free system.,No,No,No,No,Yes,Yes,Yes,No
498,Alert me if there are any pedestrians near the vehicle when reversing.,Yes,No,No,Yes,No,No,No,No
499,Start the car and warm up the engine.,No,No,No,Yes,No,No,No,No
500,"Continue to the destination, but avoid highways.",Yes,No,Yes,Yes,No,No,Yes,No
501,Let me know if my kids unbuckle their seats while driving.,No,Yes,No,No,No,No,No,No
502,Find the quickest route to Times Square.,Yes,No,Yes,Yes,No,No,Yes,No
503,"Send a message to my wife, saying I am 20 minutes away.",No,Yes,Yes,No,No,Yes,Yes,No
504,Reduce the speed to stay below the speed limit.,Yes,No,No,Yes,No,No,No,No
505,Warn me if a cyclist is passing by on the right side.,Yes,Yes,Yes,No,No,No,No,No
506,Alert me when we pass Starbucks.,Yes,No,Yes,No,No,No,Yes,No
507,Adjust the seat for my comfort based on my last setting.,No,No,No,No,No,Yes,No,No
508,Take me to my favorite coffee shop downtown.,Yes,No,Yes,Yes,No,Yes,Yes,No
509,Drive me to the nearest hospital right now!,Yes,No,Yes,Yes,No,Yes,Yes,Yes
510,Put the windows down and turn on my chosen ambient sound.,No,Yes,No,Yes,Yes,No,No,No
511,Show me how much battery is remaining.,No,No,No,Yes,No,No,No,No
512,Turn on the reading lights and play audio book from where I left off.,No,Yes,No,No,Yes,Yes,Yes,No
513,Drive to the destination shown on my synced calendar event.,Yes,No,Yes,Yes,No,Yes,Yes,No
514,Navigate through the least traffic route to my workplace.,Yes,No,Yes,Yes,No,Yes,Yes,No
515,Start self-cleaning procedure.,No,Yes,No,No,No,No,No,No
516,Report mileage and maintenance status to owner's mobile application.,No,No,No,Yes,No,Yes,Yes,No
517,Adjust the seat position and mirrors for Driver Profile B.,No,Yes,No,No,No,Yes,No,No
518,Stop at the nearest petrol station.,Yes,No,Yes,Yes,No,No,Yes,No
519,Call emergency services and unlock the doors following a crash.,No,Yes,Yes,Yes,No,Yes,Yes,No
520,Drive to my daughter's school.,Yes,No,Yes,Yes,No,Yes,Yes,No
521,Set a reminder for my meeting at 10 am tomorrow.,No,No,No,No,Yes,Yes,Yes,No
522,Show a comedy movie on the rear screen.,No,Yes,No,No,Yes,No,Yes,No
523,Notify me if there are any cars in my blind spot.,Yes,No,No,No,No,No,No,No
524,Reduce the vehicle's speed to the speed limit on this road.,Yes,No,Yes,Yes,No,No,Yes,No
525,Alert me if the baby in the car seat wakes up.,No,Yes,No,No,No,No,No,No
526,Take me to the JFK International Airport.,Yes,No,Yes,Yes,No,Yes,No,No
527,Change to the fastest route to avoid traffic.,Yes,No,Yes,Yes,No,No,Yes,No
528,Notify my spouse when I reach my destination.,Yes,Yes,Yes,No,No,Yes,Yes,No
529,Stop at the next charging station.,Yes,No,Yes,Yes,No,No,Yes,No
530,Follow the black SUV.,Yes,No,Yes,Yes,No,No,No,Yes
531,Drive in Eco mode to minimize fuel consumption.,Yes,No,No,Yes,No,No,No,No
532,Lower the volume of the radio.,No,Yes,No,No,Yes,No,No,No
533,Call my mother using the vehicle's hands-free connections.,No,No,No,No,Yes,Yes,Yes,No
534,Can you find a faster route to our destination?,Yes,No,Yes,No,No,No,Yes,No
535,Can you suggest a good restaurant nearby?,No,No,Yes,No,No,No,Yes,No
536,Speed up to overtake the blue truck ahead.,Yes,No,Yes,Yes,No,No,No,Yes
537,Update my calendar with a new meeting request I received on my email.,No,No,No,No,No,Yes,Yes,No
538,Show me the live footage of the rear view camera.,Yes,No,No,No,Yes,No,No,No
539,Drive me to work using the quickest route available.,Yes,No,Yes,Yes,No,Yes,Yes,No
540,Send a text message to my wife saying I will be home late.,No,No,No,No,No,Yes,Yes,No
541,Find a parking spot after I leave the vehicle.,Yes,No,Yes,Yes,No,No,No,No
542,Stream the latest episode of my favourite podcast.,No,No,No,No,Yes,Yes,Yes,No
543,Monitor my vital signs during the commute.,No,Yes,No,No,No,No,No,No
544,Break the speed limit to overtake the truck in front.,Yes,No,Yes,Yes,No,No,No,Yes
545,"Take me to my default work location, but avoid highways.",Yes,No,Yes,Yes,No,Yes,Yes,No
546,Identify and alert me about any objects approaching the vehicle.,Yes,No,No,No,No,No,No,No
547,Zoom in on the map to see the upcoming traffic situation.,No,No,Yes,No,No,No,Yes,No
548,Turn on child lock and monitor the kids in the backseat.,No,Yes,No,Yes,No,No,No,No
549,Go to the drive-thru of the nearest fast food restaurant.,Yes,No,Yes,Yes,No,No,Yes,No
550,Alert me when someone enters the vehicle while I'm not there.,No,Yes,No,No,No,No,Yes,No
551,Stop at the next Starbucks.,Yes,No,Yes,Yes,No,No,Yes,No
552,Find a parking spot near my destination.,Yes,No,Yes,Yes,No,No,Yes,No
553,Play the movie for the kids in the back seat.,No,No,No,No,Yes,No,Yes,No
554,Drive me to the new Italian restaurant downtown.,Yes,No,Yes,Yes,No,Yes,Yes,No
555,Notify me when we're 10 minutes away from our destination.,No,No,Yes,No,No,No,Yes,No
556,Take a photo of the landscape as we drive by the lake.,Yes,No,No,No,No,No,No,No
557,Drive faster than the speed limit to catch the early ferry.,Yes,No,Yes,Yes,No,No,No,Yes
558,Dim the cabin lights and play some soft music.,No,Yes,No,No,Yes,No,No,No
559,Remember this route as my preferred route to work.,No,No,Yes,No,No,Yes,Yes,No
560,Keep an eye on the kids in the backseat and inform me if they unbuckle their seatbelts.,No,Yes,No,No,No,No,No,No
561,Rapidly accelerate for fun.,Yes,No,No,Yes,No,No,No,Yes
562,Call my office on the car's speakerphone.,No,No,No,No,Yes,Yes,Yes,No
563,Play the latest episode of my subscribed podcast.,No,No,No,No,Yes,Yes,Yes,No
564,Follow that blue car.,Yes,No,Yes,Yes,No,No,No,Yes
565,React to my hand gestures.,No,Yes,No,No,No,No,No,No
566,Start a video call with my wife.,No,Yes,No,No,Yes,Yes,Yes,No
567,Show me the fastest route to avoid traffic.,No,No,Yes,Yes,No,No,Yes,No
568,Search for an Indian restaurant in the area.,No,No,Yes,No,No,No,Yes,No
569,"Speed up, I'm running late.",Yes,No,Yes,Yes,No,No,No,Yes
570,Check if my child is seated properly in the child seat.,No,Yes,No,No,No,No,No,No
571,Avoid all highways on the route.,Yes,No,Yes,Yes,No,No,Yes,No
572,Alert me when we reach the next gas station.,Yes,No,Yes,No,No,No,Yes,No
573,Find an open burger place nearby.,No,No,Yes,No,No,No,Yes,No
574,Drive me to the nearest Italian restaurant.,Yes,No,Yes,Yes,No,No,Yes,No
575,Put on the movie 'The Lion King' for the backseat passengers.,No,Yes,No,No,Yes,No,Yes,No
576,Remind me to buy milk when we pass a grocery store.,Yes,No,Yes,No,No,Yes,Yes,No
577,Make a U-turn when possible.,Yes,No,Yes,Yes,No,No,No,No
578,Identify the song currently playing on the radio.,No,No,No,No,Yes,No,Yes,No
579,Take us to the address recorded in my profile as 'home'.,Yes,No,Yes,Yes,No,Yes,No,No
580,Inform me if any car is in my blind spot.,Yes,No,Yes,No,No,No,No,No
581,Keep the cabin lights on until I exit the car.,No,Yes,No,No,No,No,No,No
582,Drive to the destination but avoid highways.,Yes,No,Yes,Yes,No,No,Yes,No
583,Switch the car to manual driving mode.,Yes,Yes,Yes,Yes,No,No,No,Yes
584,Darken the cabin and play a movie on the rear screen.,No,Yes,No,No,Yes,No,Yes,No
585,Take us to the nearest Italian restaurant.,Yes,No,Yes,Yes,No,No,Yes,No
586,Show a comedy movie on the internal screen.,No,No,No,No,Yes,Yes,Yes,No
587,Drive at the exact speed limit to avoid any violation.,Yes,No,Yes,Yes,No,No,No,Yes
588,Show me the nearest gas station on the map.,No,No,Yes,No,No,No,Yes,No
589,Begin driving to my home address.,Yes,No,Yes,Yes,No,Yes,Yes,No
590,Change Lane to the left.,Yes,No,Yes,Yes,No,No,No,Yes
591,Drive me to the nearest hospital.,Yes,No,Yes,Yes,No,Yes,Yes,No
592,Connect me to the live customer service representative.,No,No,No,No,No,Yes,Yes,No
593,Share my current location with my contact John.,No,No,Yes,No,No,Yes,Yes,No
594,Switch on the news channel.,No,No,No,No,Yes,No,Yes,No
595,Kick into sports mode and speed up.,Yes,No,No,Yes,No,No,No,Yes
596,Show me the video feed of the rear-view camera.,Yes,No,No,No,No,No,No,No
597,Direct me to John's last known location.,Yes,No,Yes,Yes,No,Yes,Yes,No
598,Drive me to my home address.,Yes,No,Yes,Yes,No,Yes,Yes,No
599,Find a nearby gas station.,Yes,No,Yes,Yes,No,No,Yes,No
600,Engage lane-keep assist and set the speed to 60 miles per hour.,Yes,No,No,Yes,No,No,No,No
601,Detect any obstacles on the road.,Yes,No,No,No,No,No,No,No
602,Alert me when we are near the grocery store.,Yes,No,Yes,No,No,Yes,Yes,No
603,Change the radio station.,No,No,No,No,Yes,No,No,No
604,Show a live feed of the reverse camera on the dashboard.,Yes,No,No,No,No,No,No,No
605,Drive us to the nearest amusement park.,Yes,Yes,Yes,Yes,No,Yes,Yes,No
606,Activate child lock for the rear seats.,No,Yes,No,Yes,No,No,No,No
607,Alert me when we're five minutes away from my office.,Yes,No,Yes,Yes,No,Yes,Yes,No
608,Start the car and warm it up for 5 minutes.,No,No,No,Yes,No,No,No,No
609,Find a faster route to avoid traffic.,Yes,No,Yes,Yes,No,No,Yes,No
610,Turn off the notifications for incoming calls.,No,No,No,No,Yes,Yes,Yes,No
611,Take us to the drive-in movie theater.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
612,Drive me home using the fastest route.,Yes,No,Yes,Yes,No,Yes,Yes,No
613,Enhance car security by enabling face recognition for vehicle entry.,No,Yes,No,No,No,Yes,No,No
614,Update me on today's weather forecast.,No,No,No,No,No,No,Yes,No
615,Toggle on stealth mode and keep vehicle quiet.,No,No,No,Yes,No,No,No,No
616,"Rush to the hospital, there is an emergency.",Yes,No,Yes,Yes,No,No,Yes,Yes
617,Take me to the restaurant I visited two weeks ago.,Yes,No,Yes,Yes,No,Yes,No,No
618,Show me the realtime view of the rear camera.,Yes,No,No,No,No,No,No,No
619,Show the news headlines on the screen.,No,No,No,No,Yes,No,Yes,No
620,Switch to manual control mode.,No,Yes,No,Yes,No,No,No,Yes
621,Take me to the nearest supermarket.,Yes,No,Yes,Yes,No,No,Yes,No
622,Alert me if there is any traffic violation.,Yes,No,No,Yes,No,No,No,Yes
623,Show my last week's travel history.,No,No,No,No,No,Yes,Yes,No
624,Start a video conference with my office team.,No,Yes,No,No,Yes,Yes,Yes,No
625,Please find the fastest route to avoid traffic to the airport.,Yes,No,Yes,Yes,No,No,Yes,Yes
626,Set an alarm for when I reach my destination.,Yes,No,Yes,No,No,Yes,Yes,No
627,Turn off the music when my child falls asleep in the backseat.,No,Yes,No,No,Yes,No,No,No
628,Start the car and warm it up before I leave the office at 5 PM.,No,No,Yes,Yes,No,Yes,Yes,No
629,"When we reach the school, unlock the child lock automatically.",Yes,No,Yes,Yes,No,Yes,No,No
630,Drive me to my workplace.,Yes,Yes,Yes,Yes,No,Yes,Yes,No
631,Dim the cabin lights and play 'Star Wars,No,Yes,No,No,Yes,No,Yes,No
632,I need to take a nap. Please wake me up upon arrival at the destination.,Yes,Yes,Yes,Yes,No,No,No,No
633,I'm feeling cold. Increase the heater temperature.,No,Yes,No,No,No,No,No,No
634,Drive fast to catch the train from the station.,Yes,No,Yes,Yes,No,No,No,Yes
635,Start voice-guided navigation to the nearest Italian restaurant.,No,No,Yes,Yes,No,No,Yes,No
636,Schedule automatic start every day at 7 am for my morning commute.,No,No,No,No,No,Yes,Yes,No
637,Please drive to my home.,Yes,No,Yes,Yes,No,Yes,Yes,No
638,Drive faster than the speed limit to catch up with the red car.,Yes,No,Yes,Yes,No,No,No,Yes
639,Make a video call to John.,No,No,No,No,Yes,Yes,Yes,No
640,Warn me if someone enters the car when I am not in it.,No,Yes,No,No,No,No,Yes,No
641,Find the fastest route to avoid the traffic.,Yes,No,Yes,Yes,No,No,Yes,No
642,Set home as destination and drive me there.,Yes,No,Yes,Yes,No,Yes,Yes,No
643,"Continue driving, but dim the internal cabin lights.",Yes,Yes,No,Yes,No,No,No,No
644,Make a short stop at the nearest fuel station.,Yes,No,Yes,Yes,No,No,Yes,No
645,Increase speed to match the flow of traffic.,Yes,No,No,Yes,No,No,No,Yes
646,Notify me when the car's battery is low.,No,Yes,No,No,No,No,No,No
647,Drive me to the nearest supermarket according to my preferred route.,Yes,No,Yes,Yes,No,Yes,Yes,Yes
648,Find the quickest route to the airport considering current traffic conditions.,Yes,No,Yes,Yes,No,No,Yes,Yes
649,Alert me when the kids are not wearing their seatbelts.,No,Yes,No,No,No,No,No,No
650,Skip to the next song in the playlist.,No,No,No,No,Yes,No,No,No
651,Find a parking spot near the entrance of the mall.,Yes,No,Yes,Yes,No,No,Yes,Yes
652,Switch on the night vision mode because it’s getting dark.,Yes,No,No,No,No,No,No,No
653,Set an alarm when the car reaches the city limits.,Yes,No,Yes,Yes,No,No,Yes,No
654,Drive us to the nearest gas station.,Yes,No,Yes,Yes,No,No,Yes,No
655,Drive to my home address and avoid toll roads.,Yes,No,Yes,Yes,No,Yes,Yes,No
656,Turn on the rear-seat child monitoring system.,No,Yes,No,No,No,No,No,No
657,Run a diagnostic check and send the report to my email.,No,Yes,No,Yes,No,Yes,Yes,No
658,Take the fastest route to the downtown area.,Yes,No,Yes,Yes,No,No,Yes,No
659,Check updates for the navigation system and install if available.,No,No,Yes,No,No,No,Yes,No
660,Send my estimated time of arrival to my next appointment to my secretary.,Yes,No,Yes,Yes,No,Yes,Yes,No
661,Pick up my kids from school at 3,Yes,Yes,Yes,Yes,No,Yes,Yes,No
662,Show the latest news on the screen.,No,No,No,No,Yes,No,Yes,No
663,Speed up and pass the vehicle ahead.,Yes,No,Yes,Yes,No,No,No,Yes
664,Take a nap and wake me up when we arrive at the destination.,Yes,Yes,Yes,Yes,No,Yes,Yes,No
665,Avoid highways on the route.,Yes,No,Yes,Yes,No,No,Yes,No
666,Return home.,Yes,No,Yes,Yes,No,Yes,No,No
667,Book a table for four at my favorite restaurant at 7,No,No,No,No,No,Yes,Yes,No
668,Recline the passenger seat.,No,Yes,No,No,No,No,No,No
669,Make an emergency stop.,Yes,Yes,No,Yes,No,No,No,Yes
670,Send my current location to my husband.,No,No,Yes,No,No,Yes,Yes,No
671,Find a parking spot near the Italian restaurant.,Yes,No,Yes,Yes,No,No,Yes,No
672,Navigate to the nearest fuel station.,Yes,No,Yes,Yes,No,No,Yes,No
673,Enable child lock for the rear seats.,No,Yes,No,Yes,No,No,No,No
674,Stop the car immediately!,No,No,No,Yes,No,No,No,Yes
675,Display the view from the rear camera on the infotainment screen.,Yes,No,No,No,Yes,No,No,No
676,Connect my phone to the car's Bluetooth.,No,No,No,No,Yes,Yes,No,No
677,Detect any object obstructing the way.,Yes,No,No,Yes,No,No,No,No
678,Increase the volume of the song playing.,No,Yes,No,No,Yes,No,No,No
679,You have to speed up to catch up to the blue car.,Yes,No,Yes,Yes,No,No,No,Yes
680,Remind me about my doctor's appointment tomorrow.,No,No,No,No,No,Yes,Yes,No
681,Keep the interior light on.,No,Yes,No,No,No,No,No,No
682,Warn me if a pedestrian comes too close.,Yes,No,No,Yes,No,No,No,No
683,Put my seat in the most comfortable position based on my previous settings.,No,Yes,No,No,No,Yes,No,No
684,Take me to the nearest restaurant.,Yes,No,Yes,Yes,No,No,Yes,No
685,Drive me home using the route with the least traffic.,Yes,No,Yes,Yes,No,Yes,Yes,No
686,Avoid toll roads on the way.,Yes,No,Yes,Yes,No,No,Yes,No
